Date,Stock_Return,Bond_Return
2005-03-31,-0.02198284014511953,-0.012506251236075627
2005-04-30,-0.01864435087595917,0.013807619448537256
2005-05-31,0.032280096739519815,0.004987801026500538
2005-06-30,-0.002585823526221609,0.005372460100938614
2005-07-31,0.0381136318654669,-0.01356672652597668
2005-08-31,-0.009192197055563844,0.008524176240373826
2005-09-30,0.003611608318117465,-0.012651905484370118
2005-10-31,-0.023744936818873796,-0.013104361992785862
2005-11-30,0.04414517947804897,0.0001027737346304125
2005-12-31,-0.007116393230848783,0.0035556057953289866
2006-01-31,0.024313575279029997,-0.0005990346326495422
2006-02-28,0.005157006720875268,-0.001990294432938966
2006-03-31,0.012775318372013844,-0.012394207139053037
2006-04-30,0.01240754234834962,-0.005396471048381146
2006-05-31,-0.029623166114529198,-0.005749754384497985
2006-06-30,-0.0022302490868171265,-0.005470268309893278
2006-07-31,0.0046751527494908185,0.009815553735168958
2006-08-31,0.02163915948959594,0.011739014953767501
2006-09-30,0.022005278091949965,0.006154454964106604
2006-10-31,0.03214188638216897,0.0026618852985784702
2006-11-30,0.019816972809270084,0.006294137478832562
2006-12-31,0.007507147468412745,-0.013484059255975622
2007-01-31,0.015158727252755355,-0.0006430652259249436
2007-02-28,-0.019513074842200218,0.012197674689049753
2007-03-31,0.007486021188934711,-0.0058096042933116765
2007-04-30,0.04429027841168409,0.001969679265851454
2007-05-31,0.034055348682715314,-0.013028919408309969
2007-06-30,-0.019095842702328003,-0.008028055997735484
2007-07-31,-0.03125673265022966,0.006437248606331769
2007-08-31,0.012943457993808583,0.00835339422480419
2007-09-30,0.033697208146346025,0.0020172003735174915
2007-10-31,0.013669883776252334,0.005818024548974288
2007-11-30,-0.038663012412729514,0.01377499308946839
2007-12-31,-0.016521360069747137,-0.0080827589689213
2008-01-31,-0.06050263729444616,0.023216510536704593
2008-02-29,-0.025910549160218954,-0.005573244446655523
2008-03-31,-0.013609857217583343,-0.002502692176366672
2008-04-30,0.0476386883893587,-0.0007623461201848869
2008-05-31,0.01522309711286085,-0.015880943119219948
2008-06-30,-0.08818418525631566,-0.005598808579654668
2008-07-31,-0.009119695240564107,0.00010257948948755313
2008-08-31,0.015355733669076166,0.0032809248643845823
2008-09-30,-0.09920658485254441,-0.021416650266701698
2008-10-31,-0.16524392560330547,-0.02663226089534232
2008-11-30,-0.06965245383786545,0.025850283550831854
2008-12-31,0.0017063324211792352,0.05855065867856246
2009-01-31,-0.0821206358690344,-0.0199911787271424
2009-02-28,-0.10745648350410275,-0.014046438215590484
2009-03-31,0.07566147027679015,0.007715283780258986
2009-04-30,0.09928726613674788,0.0016672630240648356
2009-05-31,0.058493248783120455,0.003886338532007816
2009-06-30,-0.006245771602820027,0.0011167192429022421
2009-07-31,0.07454500862623048,0.009375019694095599
2009-08-31,0.03693836566096187,0.008978263611309822
2009-09-30,0.030557449548456628,0.008527090529484083
2009-10-31,-0.019196800655973623,-0.0010504317691798493
2009-11-30,0.06150723128601254,0.009762335589959648
2009-12-31,0.013578581753272312,-0.024918673372311684
2010-01-31,-0.03628513035497638,0.014112095779097222
2010-02-28,0.03150524383310982,-0.001040818284938294
2010-03-31,0.05633168304666869,-0.0031638866173382407
2010-04-30,0.01548064780556957,0.006520823269381193
2010-05-31,-0.07954926012992047,0.007858251962414853
2010-06-30,-0.056182158852132846,0.014601375980864306
2010-07-31,0.06837019783145082,0.005617734756492743
2010-08-31,-0.04498292263825843,0.01254064429261037
2010-09-30,0.08370079292508503,-0.0026890276824849124
2010-10-31,0.038226245864908526,-0.0009172782840276561
2010-11-30,0.0,-0.010920427588573256
2010-12-31,0.06102595178039749,-0.015032746194563185
2011-01-31,0.023486999317544166,-0.0008476964032412271
2011-02-28,0.034589734782823234,-0.00013248896938178323
2011-03-31,0.0,-0.002202769021676265
2011-04-30,0.029080465365331154,0.015637392801316707
2011-05-31,-0.010955327240733448,0.012374883640586365
2011-06-30,-0.017313284358738912,-0.00446003270374673
2011-07-31,-0.019837638951077485,0.017008341109481906
2011-08-31,-0.05474100262175252,0.014810419607099723
2011-09-30,-0.06946875413673337,0.007900858127066313
2011-10-31,0.10956007293542513,0.0011281825962388137
2011-11-30,-0.00446805609542178,-0.003220726023420606
2011-12-31,0.010351985919336837,0.013610200197216038
2012-01-31,0.04639293630392172,0.007377744595649549
2012-02-29,0.043660269734615786,-0.00010106318470304299
2012-03-31,0.03181999240396105,-0.005982422212788774
2012-04-30,-0.006338318998796888,0.009371663569140765
2012-05-31,-0.06010119262739433,0.011056513806650958
2012-06-30,0.040642903833583155,-0.00019816492635793548
2012-07-31,0.011602128288501268,0.012943066673015036
2012-08-31,0.02490138067061154,0.0001093137501393393
2012-09-30,0.02551697716480006,0.002569685363832841
2012-10-31,-0.018227153071596724,-0.0003913877256885856
2012-11-30,0.006008583690987113,0.0025848247881425923
2012-12-31,0.00868196052214909,-0.004343711246002191
2013-01-31,0.05123352896547506,-0.006137007015439178
2013-02-28,0.01279179732218405,0.0058571978233386
2013-03-31,0.03801356398663258,0.0010229754158022075
2013-04-30,0.019182665372566632,0.009926696174531902
2013-05-31,0.02371477237534858,-0.01987338460507282
2013-06-30,-0.013378912897151096,-0.01035711646406512
2013-07-31,0.051336103147469725,-0.0027072120619726636
2013-08-31,-0.029857602204869105,-0.002759263481164509
2013-09-30,0.03150553150553126,0.011448615150139618
2013-10-31,0.046514339006761496,0.0061004862883093924
2013-11-30,0.029728751253202512,-0.003992040147259401
2013-12-31,0.025956376519587376,-0.007639048596245979
2014-01-31,-0.035468330905951584,0.015166185156257894
2014-02-28,0.04559336972786099,0.003616368595213526
2014-03-31,0.008370798264415225,-0.0011974672746957182
2014-04-30,0.007083006616422471,0.00786020463466297
2014-05-31,0.02295921650386723,0.012018285436180332
2014-06-30,0.020833595430699514,-0.0003735601029223323
2014-07-31,-0.013322159644085119,-0.002598716320045935
2014-08-31,0.0392008693262722,0.01122512809415066
2014-09-30,-0.013629725782897895,-0.006233796653659751
2014-10-31,0.023444401796104186,0.010785532151963872
2014-11-30,0.0274078616033957,0.006776215304092226
2014-12-31,-0.00239302372743877,0.001372862797945018
2015-01-31,-0.029784169319052922,0.020551041692950855
2015-02-28,0.05625463949618048,-0.008771071329599311
2015-03-31,-0.015670960831099423,0.0035908154113015733
2015-04-30,0.009811372901264548,-0.004660160392364721
2015-05-31,0.01282358307674758,-0.004568571226428952
2015-06-30,-0.02009806957197302,-0.011147217481010996
2015-07-31,0.02237746970854726,0.008861867334125195
2015-08-31,-0.06093709610348741,-0.0035779393583805774
2015-09-30,-0.025605888337023708,0.008564263520653537
2015-10-31,0.08518034035288125,0.0008090159405331754
2015-11-30,0.0035766634031499933,-0.004262650968888448
2015-12-31,-0.017120332932956672,-0.005646141646283853
2016-01-31,-0.04985168993155353,0.012928245501995228
2016-02-29,-0.0008755615670741346,0.008636583174502555
2016-03-31,0.06738666650550273,0.008192939819582357
2016-04-30,0.003753970545769647,0.0026740589722953345
2016-05-31,0.017108914912340012,-0.0002027190843210125
2016-06-30,0.003449633684397435,0.019751287629081293
2016-07-31,0.03650562921776812,0.005974981015946623
2016-08-31,0.0012264311918777082,-0.0025724558510955564
2016-09-30,4.7932000468708935e-05,0.0007866723758500616
2016-10-31,-0.01739315670350161,-0.008218741915583694
2016-11-30,0.03684373120010398,-0.025564830049360054
2016-12-31,0.020203129002075215,0.0024617050937014717
2017-01-31,0.017948271268419802,0.0018907862939048226
2017-02-28,0.03940606518182954,0.006400754477145165
2017-03-31,0.001113779878356036,-0.0004970695306563133
2017-04-30,0.009906449834086395,0.00915348131903082
2017-05-31,0.01430678889942616,0.007079034746851454
2017-06-30,0.006237929064216274,-0.0001995471583081665
2017-07-31,0.020615702285419202,0.0033007073804056652
2017-08-31,0.0028645917152145817,0.00954665866946569
2017-09-30,0.02021952628538415,-0.0058124566788789744
2017-10-31,0.023526398101709534,0.0009860263139547243
2017-11-30,0.03051578258712362,-0.0013830570535909859
2017-12-31,0.012151631224408987,0.004762711357771288
2018-01-31,0.05627796744305491,-0.011157168215309099
2018-02-28,-0.03626625006974271,-0.01022605221434092
2018-03-31,-0.027387913423923327,0.006900974910888147
2018-04-30,0.005119069383798358,-0.00961889687081452
2018-05-31,0.02430172205936465,0.006779013507224985
2018-06-30,0.0058517931182582306,0.0011050716227698487
2018-07-31,0.0370783979635827,-0.00030141706343167485
2018-08-31,0.03183344154301726,0.0055229398133676
2018-09-30,0.005989172680778143,-0.00609230824773177
2018-10-31,-0.06909282298110586,-0.006530223472480667
2018-11-30,0.018461009005170448,0.005218299187903286
2018-12-31,-0.08805332518062003,0.01965142712806278
2019-01-31,0.08001358629724864,0.009274673008323298
2019-02-28,0.03256438951469964,-0.0010603204524033405
2019-03-31,0.017973901452073004,0.021042182647324603
2019-04-30,0.040947329564220425,-0.002117644793962814
2019-05-31,-0.06387624909945377,0.019205355506467736
2019-06-30,0.06964243702672834,0.011130039750141929
2019-07-31,0.01509062576888387,0.0018533078737505981
2019-08-31,-0.016684172254989083,0.027916363024833135
2019-09-30,0.019406089986592212,-0.006335096617040237
2019-10-31,0.022121510769490094,0.002186142236450861
2019-11-30,0.03616323458250448,-0.00035595633602270027
2019-12-31,0.029072140697537607,-0.0004565167769916556
2020-01-31,-0.00042692232702923327,0.0200959123087463
2020-02-29,-0.07910852830493265,0.01810611148421759
2020-03-31,-0.12485209693676325,-0.007273718743678326
2020-04-30,0.12696962109831422,0.01728537255249396
2020-05-31,0.0476289217120196,0.004772646118741397
2020-06-30,0.017757042377973375,0.006561554663731206
2020-07-31,0.05886356848663321,0.013209789366722235
2020-08-31,0.06980885787001823,-0.008210096889342156
2020-09-30,-0.037438417604517715,-0.002562256842682631
2020-10-31,-0.024931762517636513,-0.005558658017956075
2020-11-30,0.10873136936589711,0.010315513011023958
2020-12-31,0.0370790455960901,-0.0008465735150757769
2021-01-31,-0.010195356553406976,-0.0074116549557954325
2021-02-28,0.027827364723304715,-0.016830923372737727
2021-03-31,0.04540529975148688,-0.013181319885989917
2021-04-30,0.052915267728123716,0.007340786690602563
2021-05-31,0.006557551712066401,0.0005205208737693034
2021-06-30,0.02243017034328254,0.006860246721983598
2021-07-31,0.024415374414265223,0.011244909576564321
2021-08-31,0.02977920652948085,-0.0034468125644111502
2021-09-30,-0.046629654553611566,-0.010654291698168894
2021-10-31,0.07018666117663197,-8.78387280952575e-05
2021-11-30,-0.008047653836376623,0.0011420037773972602
2021-12-31,0.04625347755318776,-0.004975211687798908
2022-01-31,-0.05273970637885639,-0.020017989735268693
2022-02-28,-0.029517621817554907,-0.012823050896263788
2022-03-31,0.03761179842438023,-0.02957986563722048
2022-04-30,-0.08776982744461181,-0.03948035845122022
2022-05-31,0.0022544740786201167,0.00759865043274166
2022-06-30,-0.08245364560139268,-0.01729559748427667
2022-07-31,0.09208860846760736,0.02349629629629635
2022-08-31,-0.04080066056769438,-0.030416196238504667
2022-09-30,-0.09244073552446264,-0.04339600107487296
2022-10-31,0.0812820884699057,-0.014947454500622515
2022-11-30,0.05559430429324097,0.03812843261512455
2022-12-31,-0.057629556590155895,-0.013226167463628147
2023-01-31,0.06288782397881443,0.03330240230951653
2023-02-28,-0.025148488223697862,-0.029036120534823406
2023-03-31,0.037082245651659074,0.0239440961874422
2023-04-30,0.015975908149821194,0.0032115616218384435
2023-05-31,0.0046141571629354505,-0.013905562224889922
2023-06-30,0.06480309017012154,-0.006289946231104682
2023-07-31,0.03273411612575483,-0.0027565084226646164
2023-08-31,-0.01625298217292248,-0.009009009009009139
2023-09-30,-0.04743256389042938,-0.028512396694214792
2023-10-31,-0.02171065346704748,-0.018396427052318254
2023-11-30,0.09134301128769473,0.04279059690174414
2023-12-31,0.04565598775295854,0.031061707874506572
